Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_committed_at,message
J0hn-B,eshop,search_results/J0hn-B/eshop/services/shipping/templates/shipping-hpa.yaml,1,autoscaling/v2beta2,False,memory,Resource,800Mi,False,4,2020-09-21T13:47:22Z,2021-01-12T19:02:12Z,2021-01-06T14:14:14Z,action final
JailtonJunior94,api-person,search_results/JailtonJunior94/api-person/.k8s/hpas/api-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,25,False,3,2020-10-02T00:46:06Z,2021-04-30T17:57:05Z,2021-04-30T17:51:52Z,deploy no k8s digital ocean
JasonMorgan,linkerd-demos,search_results/JasonMorgan/linkerd-demos/gitops/flux/apps/source/podinfo/patch.yaml,1,autoscaling/v2beta2,False,,,,False,17,2021-03-08T14:57:47Z,2023-11-13T15:12:04Z,2022-10-17T16:33:12Z,"fix authors ref.

Signed-off-by: jasonmorgan <jmorgan@f9vs.com>"
JungleMeet,JungleMeetForum-Backend,search_results/JungleMeet/JungleMeetForum-Backend/deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,10,False,10,2022-09-18T04:16:16Z,2022-11-30T04:09:44Z,2022-11-19T20:42:44Z,"Update Jenkinsfile (#114)

* Update Jenkinsfile

* Delete td-ecs.json

* Create deployment.yaml

* Create sonar-project.properties"
JinwonPark,arisu1000,search_results/JinwonPark/arisu1000/autoscaling/autoscaling.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,30,False,2,2021-12-22T13:27:59Z,2021-12-22T13:28:48Z,2019-12-25T12:57:00Z,Add YAML files
GoogleCloudPlatform,anthos-service-mesh-packages,search_results/GoogleCloudPlatform/anthos-service-mesh-packages/samples/gateways/istio-egressgateway/autoscaling-v2beta1.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,136,2020-02-06T18:07:31Z,2025-04-04T07:41:14Z,2022-05-09T23:39:10Z,"Add new hpa and pdb versions for samples (#1191)

* Add new hpa and pdb versions for samples

* Add changes for egress, fix version and comments"
LibreTexts,Libretext,search_results/LibreTexts/Libretext/Kubeconfig/renderer/renderer.yml,1,autoscaling/v2beta2,False,cpu,Resource,50,True,22,2018-03-25T04:40:38Z,2025-04-04T03:39:46Z,2021-08-26T03:45:43Z,Added old kubernetes yaml files
Light-House-AI,Lighthouse,search_results/Light-House-AI/Lighthouse/deploy/k8s/nn-generator.yml,1,autoscaling/v2,False,cpu,Resource,,False,2,2022-04-06T20:10:43Z,2022-07-21T13:41:10Z,2022-06-10T02:02:31Z,chore: add nn-generator k8s manifest
Lpfigueiredo,k8s-basics,search_results/Lpfigueiredo/k8s-basics/8-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,3,2024-01-24T15:11:24Z,2024-01-26T16:43:49Z,2024-01-26T16:41:57Z,update yamls
Luka-Spa,SwipeRight,search_results/Luka-Spa/SwipeRight/k8s/profile/profile-autoscale.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,4,2022-02-18T09:10:01Z,2022-06-14T09:44:46Z,2022-05-25T12:50:21Z,Update deployment & update docs
LuukEbenau,LetsChess,search_results/LuukEbenau/LetsChess/kubernetes/elasticsearch/logging-autoscale.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,2,2021-04-05T10:15:55Z,2021-06-22T22:01:17Z,2021-05-28T09:05:30Z,autoscaling
GoogleCloudPlatform,anthos-service-mesh-samples,search_results/GoogleCloudPlatform/anthos-service-mesh-samples/docs/ingress-gateway-external-lb/ingress-gateway-nonroot.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,42,2020-06-10T17:07:29Z,2025-04-01T03:02:53Z,2023-08-25T15:29:53Z,Run as non-root with limited privileges (#195)
GoogleCloudPlatform,anthos-service-mesh-samples,search_results/GoogleCloudPlatform/anthos-service-mesh-samples/docs/ingress-gateway-external-lb/ingress-gateway.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,42,2020-06-10T17:07:29Z,2025-04-01T03:02:53Z,2022-08-22T21:30:20Z,"Ingress gateway external lb (#89)

* Added ingress-gateway-external-lb sample

* Switched to istio: ingressgateway label

* Added additional comments

* Added a new line at the end of the file"
GoogleCloudPlatform,click-to-deploy-solutions,search_results/GoogleCloudPlatform/click-to-deploy-solutions/gke-autopilot-hpa/build/hpa-example.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,95,2022-12-16T18:26:08Z,2025-03-31T10:43:21Z,2024-01-06T16:46:28Z,refactor gke-hpa
GoogleCloudPlatform,apigee-anthos-service-mesh-demo,search_results/GoogleCloudPlatform/apigee-anthos-service-mesh-demo/api-ingress/kubernetes-manifests/deployment.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,39,2022-04-20T00:11:55Z,2025-03-28T22:43:36Z,2023-08-14T21:45:18Z,fix: update to api-ingress CRD latest version
GoogleCloudPlatform,cloud-builders,search_results/GoogleCloudPlatform/cloud-builders/gke-deploy/deployer/testing/expected-suggested/no-config.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,1395,2016-06-21T17:01:33Z,2025-03-12T22:13:00Z,2024-02-02T20:44:49Z,"Update horizintal pod autoscalar to v2

This PR updates horizontal pod autoscalar to v2."
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/prior_learning_assessment/kustomize/custom/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-07-08T14:20:35Z,fix: deployment issue
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/student_learner_profile/kustomize/prod/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-07-20T10:26:39Z,Updated HPA version v2beta1 to v2
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/lti/kustomize/prod/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-05-17T12:25:14Z,Updated API version in hpa manifests
HoussemDellai,k8s-scalability,search_results/HoussemDellai/k8s-scalability/hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,10,2020-07-24T12:41:56Z,2023-11-30T15:02:58Z,2020-07-24T12:42:56Z,first commit
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/dashboard/kustomize/custom/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-06-23T04:15:00Z,Added dashboard service from ailearning-backend into CLP
GoogleCloudPlatform,k8s-config-connector,search_results/GoogleCloudPlatform/k8s-config-connector/install-bundles/install-bundle-gcp-identity/0-cnrm-system.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,941,2019-04-08T07:41:30Z,2025-04-05T00:18:35Z,2024-11-13T02:23:13Z,Update for version 1.125.0
GoogleCloudPlatform,k8s-config-connector,search_results/GoogleCloudPlatform/k8s-config-connector/install-bundles/install-bundle-workload-identity/0-cnrm-system.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,941,2019-04-08T07:41:30Z,2025-04-05T00:18:35Z,2024-11-13T02:23:13Z,Update for version 1.125.0
GoogleCloudPlatform,k8s-config-connector,search_results/GoogleCloudPlatform/k8s-config-connector/config/installbundle/components/webhook/autoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,941,2019-04-08T07:41:30Z,2025-04-05T00:18:35Z,2023-07-13T20:49:51Z,"Automated Config Connector import.

  - fd9894773a1353240e6b669baa57c58d61d7742b Set GOMEMLIMIT for KCC Webhook and adjust cpu limit for HPA by Config Connector Team <no-reply@google.com>

GitOrigin-RevId: fd9894773a1353240e6b669baa57c58d61d7742b"
Grupo-68-FIAP,Fiap.McTech,search_results/Grupo-68-FIAP/Fiap.McTech/kubernetes/mctech-api.yml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2024-04-23T02:28:19Z,2025-01-30T01:41:00Z,2024-10-01T21:27:50Z,k8s
HSLdevcom,digitransit-kubernetes-deploy,search_results/HSLdevcom/digitransit-kubernetes-deploy/roles/aks-apply/files/prod/hsl-map-server-hpa-prod.yml,1,autoscaling/v2,False,cpu,Resource,20,True,2,2019-06-27T11:45:31Z,2025-04-05T08:14:03Z,2024-12-03T06:07:35Z,Highert utilization for map server HPA
HariSekhon,Kubernetes-configs,search_results/HariSekhon/Kubernetes-configs/github-actions/base/github-actions-runner-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,478,2020-09-16T14:21:03Z,2025-02-06T13:41:39Z,2023-05-10T01:40:16Z,moved apps under their own directories
He-Jingkai,mini-kubernetes,search_results/He-Jingkai/mini-kubernetes/presentation/autoscaler/new_version/autoscaler_cpu.yaml,1,autoscaling/v2beta1,False,CPU,CPU,"{'targetMinValue': 90, 'targetMaxValue': 200}",False,2,2022-06-22T09:32:48Z,2023-01-05T11:01:22Z,2022-06-01T12:16:35Z,fix a bug in replicas remove
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/lti/kustomize/custom/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-05-17T12:25:14Z,Updated API version in hpa manifests
fortinet,k8s-fortigate-ctrl,search_results/fortinet/k8s-fortigate-ctrl/examples/voting-app-antiaffinity.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,60,False,4,2020-06-23T15:56:12Z,2021-02-23T10:26:21Z,2021-02-15T15:36:04Z,Better doc and renaming example azure-vote instead of azure-vote2
fugerit-org,graalkus,search_results/fugerit-org/graalkus/src/main/openshift/bck/graalkus-jit-std-hpas.yml,1,autoscaling/v2,False,,,,True,4,2024-11-30T08:49:59Z,2025-03-26T19:28:20Z,2024-12-30T11:30:51Z,Added OpenShift scripts
fugerit-org,graalkus,search_results/fugerit-org/graalkus/src/main/openshift/bck/graalkus-aot-hpas.yml,1,autoscaling/v2,False,,,,True,4,2024-11-30T08:49:59Z,2025-03-26T19:28:20Z,2024-12-30T11:30:51Z,Added OpenShift scripts
fugerit-org,graalkus,search_results/fugerit-org/graalkus/src/main/openshift/bck/graalkus-aot-pgo-hpas.yml,1,autoscaling/v2,False,,,,True,4,2024-11-30T08:49:59Z,2025-03-26T19:28:20Z,2024-12-30T11:30:51Z,Added OpenShift scripts
gbaeke,vscode-demo,search_results/gbaeke/vscode-demo/deploy/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2022-02-21T11:04:16Z,2022-02-22T09:33:09Z,2022-02-21T16:08:25Z,add yamls
gfw-api,gfw-geostore-api,search_results/gfw-api/gfw-geostore-api/k8s/production/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,6,2016-03-08T18:02:07Z,2024-01-09T11:57:30Z,2020-03-24T15:57:58Z,Scale up prod HPA
gfw-api,gfw-story-api,search_results/gfw-api/gfw-story-api/k8s/production/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2016-04-11T10:20:20Z,2024-01-09T09:44:42Z,2020-03-24T14:39:56Z,Update dev deps; eslint and cs fixes; docker update; node update to v12; cs hooks; k8s resource declaration and probes
armanfeili,personality-website,search_results/armanfeili/personality-website/Kubernetes/db-deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2024-07-04T08:41:00Z,2024-08-15T10:24:47Z,2024-07-04T08:42:40Z,Initial commit
google,googlesre,search_results/google/googlesre/imageserver/kubernetes/search-frontend.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,165,2022-03-24T15:35:38Z,2025-03-06T19:16:18Z,2023-07-07T16:10:23Z,"Update HorizontalPodAutoscaler for autoscaling/v2.

Current GCP Kubernetes version does not support autoscaling/v2beta1
anymore."
google,googlesre,search_results/google/googlesre/imageserver/kubernetes/download-backend.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,165,2022-03-24T15:35:38Z,2025-03-06T19:16:18Z,2023-07-07T16:10:23Z,"Update HorizontalPodAutoscaler for autoscaling/v2.

Current GCP Kubernetes version does not support autoscaling/v2beta1
anymore."
google,googlesre,search_results/google/googlesre/imageserver/kubernetes/download-frontend.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,165,2022-03-24T15:35:38Z,2025-03-06T19:16:18Z,2023-07-07T16:10:23Z,"Update HorizontalPodAutoscaler for autoscaling/v2.

Current GCP Kubernetes version does not support autoscaling/v2beta1
anymore."
greeeg,cloud-architecture-fundamentals,search_results/greeeg/cloud-architecture-fundamentals/tracks/kubernetes-cluster/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,4,2020-11-07T15:13:38Z,2023-12-15T05:51:01Z,2020-11-12T20:50:29Z,feat: update app + tracks
hackclub,replit-lifeboat,search_results/hackclub/replit-lifeboat/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,74,2024-08-17T16:04:41Z,2024-09-19T05:39:09Z,2024-09-03T15:31:49Z,🔧 Decrease HPA CPU util threshold
hasura,learn-graphql,search_results/hasura/learn-graphql/k8s-manifest/tutorials/frontend/remix-firebase/tutorial-site/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,75,False,1216,2019-09-23T10:55:57Z,2025-04-04T21:38:40Z,2024-12-02T17:07:10Z,learn-graphql: deployment version change
hbulpf,k8spath,search_results/hbulpf/k8spath/apps/kubeguide/source_code_v5/Chapter01/1.4.3 hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,5,2020-03-23T16:14:35Z,2021-09-01T15:20:38Z,2021-06-27T16:22:55Z,k8s book
gjtempleton,k8s-autoscaling-by-example,search_results/gjtempleton/k8s-autoscaling-by-example/3-External-Metric-Scaling/rabbit-message-consumer-external-metrics-hpa.yaml,1,autoscaling/v2beta2,False,rabbitmq_queue_messages,External,10,False,20,2020-12-06T20:18:06Z,2024-05-29T17:09:07Z,2020-12-08T23:37:40Z,Initial demos
digihunch,korthweb,search_results/digihunch/korthweb/gitops/application/base/orthanc/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,85,False,24,2021-07-02T22:15:22Z,2025-01-11T23:41:15Z,2022-11-26T05:12:30Z,up dependency versions and update orthanc image
digitalocean,Kubernetes-Starter-Kit-Developers,search_results/digitalocean/Kubernetes-Starter-Kit-Developers/07-scaling-application-workloads/assets/manifests/hpa/prometheus-adapter/prometheus-custom-metrics-hpa.yaml,1,autoscaling/v2beta2,False,http_requests_per_second,Pods,500m,False,809,2021-06-21T03:07:35Z,2024-07-18T17:16:58Z,2022-08-26T08:58:15Z,Moves chapters to fit new order
dingyouqiang1996,istio-study,search_results/dingyouqiang1996/istio-study/istio-teaching/release/canary/argo/reviews-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2023-07-21T02:06:28Z,2023-07-21T02:17:14Z,2023-07-21T02:08:27Z,1
dipinthomas,k8s-autoscaling,search_results/dipinthomas/k8s-autoscaling/020-045/hpa.yaml,1,autoscaling/v2,False,rabbitmq_queue_messages,External,10,False,3,2024-08-10T05:22:53Z,2024-09-17T13:48:46Z,2024-08-19T06:28:29Z,Addingh deploy and hpa file
disposab1e,okd-lab,search_results/disposab1e/okd-lab/gitops/manifests/tekton-pipelines/release.notags.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,29,2020-06-17T15:06:14Z,2021-11-18T06:16:00Z,2021-11-06T08:21:40Z,"Release v2.0.0 (GitOps) (#19)

* Release v2.0.0

Signed-off-by: disposab1e <48065501+disposab1e@users.noreply.github.com>"
doitintl,kube-no-trouble,search_results/doitintl/kube-no-trouble/fixtures/autoscaler-v2beta2.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,3418,2020-04-08T17:55:01Z,2025-03-28T10:22:05Z,2022-09-30T14:10:50Z,"feat: Cover deprecated autoscaling/v2beta1 and autoscaling/v2beta2 PI group - HPA

Signed-off-by: dark0dave <dark0dave@mykolab.com>"
dopevs,labs,search_results/dopevs/labs/module-03/nginx-deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,6,2023-04-10T03:57:23Z,2023-07-13T05:29:39Z,2023-06-17T04:29:54Z,feat: module-03 add deployment and hpa
flux-framework,flux-operator,search_results/flux-framework/flux-operator/examples/elasticity/horizontal-autoscaler/v2-cpu/hpa-cpu.yaml,1,autoscaling/v2,False,cpu,Resource,2,False,31,2022-08-25T01:22:55Z,2025-03-04T20:54:02Z,2023-10-16T04:12:35Z,"autoscaling examples working

Signed-off-by: vsoch <vsoch@users.noreply.github.com>"
dyrnq,dist,search_results/dyrnq/dist/tektoncd/pipeline/v0.35.1/release.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2021-08-29T13:40:44Z,2024-12-06T12:02:57Z,2022-05-13T02:51:55Z, ADD tektoncd-pipeline v0.35.1
edenmind,OpenArabic,search_results/edenmind/OpenArabic/package/templates/web-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,75,False,62,2020-10-23T16:56:38Z,2024-03-30T16:18:31Z,2023-03-30T18:34:13Z,"feat(all): :construction_worker: Test Helm Charts with GitHub Action

Fixes #1359

Signed-off-by: Yunus Andréasson <yunus@edenmind.com>"
engel80,_cdk-eks,search_results/engel80/_cdk-eks/app/sample-rest-api-template.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,3,2022-06-04T06:13:46Z,2022-08-07T17:08:06Z,2022-06-09T03:52:06Z,". 



."
exastro-suite,epoch,search_results/exastro-suite/epoch/install/source/tekton/tekton-pipeline-release.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2021-04-15T07:08:40Z,2023-05-24T01:36:51Z,2021-11-18T04:41:36Z,TEKTON install update
fif911,kubernetes-front-end-backend-example,search_results/fif911/kubernetes-front-end-backend-example/k8s-microk8s/backend-hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,60,False,32,2023-01-12T18:28:44Z,2024-09-11T06:36:33Z,2023-02-01T10:41:25Z,Midway through HPA for microk8s
fernando-romulo-silva,image-converter-service,search_results/fernando-romulo-silva/image-converter-service/src/main/k8s/base/horizontalPodAutoscaler.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,2,2021-07-20T11:45:05Z,2024-10-11T09:53:06Z,2022-12-03T17:34:48Z,news
flolu,centsideas,search_results/flolu/centsideas/services/authentication/authentication.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,75,False,29,2019-09-01T17:25:32Z,2022-09-08T10:07:29Z,2020-07-20T09:34:57Z,feat: use mongodb operator for k8s
flowerinthenight,zgroup,search_results/flowerinthenight/zgroup/k8s.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,40,False,15,2024-08-17T04:20:30Z,2024-10-08T01:22:39Z,2024-09-30T05:18:23Z,others: ci skip: update image tag
duggal1,rustify,search_results/duggal1/rustify/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,11,2024-11-12T18:22:18Z,2025-02-03T18:52:19Z,2024-11-13T07:51:52Z,🚀Initilizing rustify✅
icebob,kantab,search_results/icebob/kantab/kubernetes/boards-deployment.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,142,2018-08-11T20:01:18Z,2022-09-04T16:19:28Z,2022-06-11T15:08:48Z,fix k8s
icebob,kantab,search_results/icebob/kantab/kubernetes/activities-deployment.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,142,2018-08-11T20:01:18Z,2022-09-04T16:19:28Z,2022-06-11T15:08:48Z,fix k8s
ihcsim,guest-demo,search_results/ihcsim/guest-demo/k8s/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,4,2018-08-28T23:01:39Z,2018-08-30T21:47:20Z,2018-08-28T23:00:54Z,"Server code, Dockerfile, Kubernetes resource definitons and Makefile."
iinux,JohannCarlFriedrichGauss,search_results/iinux/JohannCarlFriedrichGauss/karabiner/k8s/kubeadm/hpa/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,5,False,2,2016-08-01T14:44:47Z,2024-08-29T05:07:31Z,2022-11-13T14:23:48Z,k8s
imgrbs,open-online-testing-api,search_results/imgrbs/open-online-testing-api/k8s-autoscale.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,2,2020-03-24T15:17:30Z,2024-08-26T16:20:51Z,2020-09-26T12:32:28Z,[ADD] Kubernetes Deployment
irwinrex,kubernetes,search_results/irwinrex/kubernetes/hpa.yml,1,autoscaling/v2,False,cpu,Resource,80,False,2,2024-08-19T16:26:15Z,2025-03-11T03:58:12Z,2024-09-29T06:55:53Z,updated network policy with new namespaces
hbulpf,k8spath,search_results/hbulpf/k8spath/apps/kubeguide/source_code_v4/Chapter1/1.4.7 hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,5,2020-03-23T16:14:35Z,2021-09-01T15:20:38Z,2021-06-27T16:22:55Z,k8s book
irwinrex,kubernetes,search_results/irwinrex/kubernetes/all.yml,1,autoscaling/v2,False,memory,Resource,80,False,2,2024-08-19T16:26:15Z,2025-03-11T03:58:12Z,2024-10-16T16:45:01Z,changed imagepullpolicy to ifnotpresent
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/01-PROGRAMMING/0x04-MonkeyGame2-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,First commit
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/01-PROGRAMMING/0x07-PestPatrol-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,First commit
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/07-PWN/0x03-PWNTheABTM-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,First commit
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/07-PWN/0x07-UID-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,First commit
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/06-WEB/0x06-Hunt-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,First commit
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/06-WEB/0x07-AccountCreation-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,First commit
ivee-tech,wp-tech-brief,search_results/ivee-tech/wp-tech-brief/Demos/Module7/HPA/complex-web-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,100m,True,2,2023-11-04T23:55:51Z,2024-10-02T06:42:25Z,2023-11-04T23:57:52Z,Added demos and lab files
jamalshahverdiev,kyverno,search_results/jamalshahverdiev/kyverno/kyvernorules/Yaml-Examples/ReplicaLimits+/HPA/hpa-scenario1.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,4,2023-04-25T12:09:30Z,2024-09-24T14:59:37Z,2023-08-05T12:12:59Z,Add ClusterPolicyRules and test manifests
helium,helium-foundation-k8s,search_results/helium/helium-foundation-k8s/manifests/web-cluster/sdlc/helium/helium-vote-service.yaml,1,autoscaling/v2,False,memory,Resource,75,False,4,2022-10-27T17:26:12Z,2025-04-04T22:26:38Z,2025-03-06T21:50:50Z,Bump helium vote to fix ordering issues
helium,helium-foundation-k8s,search_results/helium/helium-foundation-k8s/manifests/web-cluster/prod/helium/migration-service.yaml,1,autoscaling/v2,False,memory,Resource,75,False,4,2022-10-27T17:26:12Z,2025-04-04T22:26:38Z,2024-06-20T16:55:08Z,Updating service type to ClusterIP in prod envs
helium,helium-foundation-k8s,search_results/helium/helium-foundation-k8s/manifests/web-cluster/prod/helium/hnt-to-rent-service.yaml,1,autoscaling/v2,False,memory,Resource,75,False,4,2022-10-27T17:26:12Z,2025-04-04T22:26:38Z,2024-06-20T16:55:08Z,Updating service type to ClusterIP in prod envs
helium,helium-foundation-k8s,search_results/helium/helium-foundation-k8s/manifests/oracle-cluster/prod/helium/iot-oracle.yaml,1,autoscaling/v2,False,memory,Resource,75,False,4,2022-10-27T17:26:12Z,2025-04-04T22:26:38Z,2025-03-25T15:26:11Z,Bump oracle to stop queueing when out of balance
iamsamitdev,K8SBasicAfter,search_results/iamsamitdev/K8SBasicAfter/hpa-v2.yaml,1,autoscaling/v2,False,memory,Resource,20,True,2,2024-10-20T12:03:05Z,2024-10-20T12:03:56Z,2024-10-20T12:02:28Z,initial commit
hlxwell,k8s-beginner-demo,search_results/hlxwell/k8s-beginner-demo/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,12,2019-09-02T09:09:59Z,2023-03-07T00:55:23Z,2019-09-02T06:54:33Z,add deploy and pod and hpa
holtje,hive-config,search_results/holtje/hive-config/docwhat-manifests/street-cleaning.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,2,2020-06-24T22:36:44Z,2025-03-25T23:25:05Z,2024-01-23T23:52:44Z,"style: fix yamllint errors

Mainly quoted strings where not needed."
huyongywl,Kubernetes_Advanced_Practical_2rd,search_results/huyongywl/Kubernetes_Advanced_Practical_2rd/chapter15/hpa/hpa-v2-resources.yaml,1,autoscaling/v2beta2,False,cpu,Resource,60,True,2,2021-07-14T09:03:22Z,2021-07-14T09:03:34Z,2021-03-10T02:18:07Z,Version 1.0.0
iKubernetes,Kubernetes_Advanced_Practical_2rd,search_results/iKubernetes/Kubernetes_Advanced_Practical_2rd/chapter15/hpa/hpa-v2-resources.yaml,1,autoscaling/v2beta2,False,cpu,Resource,60,True,92,2021-03-10T02:16:25Z,2022-09-16T09:31:45Z,2021-03-10T02:18:07Z,Version 1.0.0
Abxtracted,abxtracted,search_results/Abxtracted/abxtracted/k8s/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,85,False,2,2016-11-09T22:46:26Z,2018-03-14T16:37:40Z,2017-05-18T03:29:08Z,domain cookie fix
hepyu,k8s-app-config,search_results/hepyu/k8s-app-config/yaml/min-cluster-allinone/tekton/pipeline/release.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,133,2019-04-22T11:26:09Z,2021-06-15T02:35:39Z,2021-02-04T12:27:02Z,update
